req_id,requirements,label
364,"a doggy door that slides open automatically to a sensor on a dog's collar, strange animals don't come in the doggy door.",Safety
365,"lights that in front rooms turn on automatically, potential robbers are deterred thinking someone is home..",Safety
366,"my smart home to have coffee working each week day at 6:45 am, I don't have to start it before I take my shower in the morning..",Other
367,"sprinklers to automatically activate and water the lawn at the appropriate times, I can maintain a healthy looking garden.",Other
368,"i want my smart home to put heat or air conditioning on depending on the temperature in the room, I can always be comfortable.",Other
369,"a thermostat that takes the outdoor temperature and forecasts into account, I have reduced running time on the HVAC system..",Energy
370,"my smart home to regulate temperature loss  or brigthness through windows (like a photo cell that darkens the window when the sun shines right on it), so that it doesn't heat up during the bright part of the day, or at night they untint so you can still see out the windows, but in general control light and energy expense..",Energy
371,"my home to notify me of maintenance concerns, such as faulty meters or leaking pipes, I can maintain a safe home.",Safety
372,"speakers to turn on where im walking towards, i can enjoy music all over the house.",Entertainment
373,"electrical outlets wtih USB built into them, I do not need adapaters to charge newer tech items that work via USB.",Energy
374,"my smart home to shutter the windows when winds get too brisk or high, the house is protected from sudden upbursts (like I live in tornado alley, so that woudl prevent damage and potentially loss of life).",Safety
375,"a home media server, I do not have to use my data cap to stream movies.",Entertainment
376,"smart thermometer, i know when the meat is ready from inside my house while its in the  barbecue or oven.",Health
378,"detection of small bodies in motion, in case a small pet like a rat gets loose I can narrow the search.",Safety
379,"my smart home to turn off the heat if anything is blocking the heater, my house will not burn down.",Safety
380,"speakers that know if I am in a room and can turn on music when I am in there, I can have relaxing music follow me throughout the house..",Entertainment
381,"my refrigerator and pantry to notify me when certain ingredients are running low, I will not run out of necessary ingredients when they are needed.",Health
